sample.id,Abundance,Potential_N,Potential_N_micro,management,N.dosage,Genotype,Inoculant,Growth.stage,Kingdom,Phylum,Class,Order,Family,Genus
B73_N:0_None_VT,0.161253167,762.0693177,0.762,N:0_None,N:0,B73,None,VT,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira
B73_N:0_None_VT,0.161253167,918.170268,0.918,N:0_None,N:0,B73,None,VT,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira
B73_N:0_None_VT,0.161253167,1033.735045,1.034,N:0_None,N:0,B73,None,VT,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira
B73_N:0_Proven_VT,0.159422026,728.0549496,0.728,N:0_Proven,N:0,B73,Proven,VT,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira
B73_N:0_Proven_VT,0.159422026,943.0003592,0.943,N:0_Proven,N:0,B73,Proven,VT,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira
B73_N:0_Proven_VT,0.159422026,1224.513679,1.225,N:0_Proven,N:0,B73,Proven,VT,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira
B73_N:67_None_VT,0.158730159,1291.10839,1.291,N:67_None,N:67,B73,None,VT,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus_Nitrososphaera
B73_N:67_None_VT,0.158730159,1427.823094,1.428,N:67_None,N:67,B73,None,VT,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus_Nitrososphaera
B73_N:67_None_VT,0.158730159,1454.325802,1.454,N:67_None,N:67,B73,None,VT,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus_Nitrososphaera
B73_N:67_None_VT,0.158730159,1945.528892,1.946,N:67_None,N:67,B73,None,VT,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus_Nitrososphaera
NIL 2_N:0_None_V8,0.15760207,1022.692937,1.023,N:0_None,N:0,NIL 2,None,V8,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira
NIL 2_N:0_None_V8,0.15760207,1027.449106,1.027,N:0_None,N:0,NIL 2,None,V8,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira
NIL 2_N:0_None_V8,0.15760207,1239.715728,1.24,N:0_None,N:0,NIL 2,None,V8,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira
NIL 2_N:0_None_V8,0.15760207,1336.273915,1.336,N:0_None,N:0,NIL 2,None,V8,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira
B73_N:0_Proven_V8,0.155839096,752.5340089,0.753,N:0_Proven,N:0,B73,Proven,V8,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira
B73_N:0_Proven_V8,0.155839096,801.4305873,0.801,N:0_Proven,N:0,B73,Proven,V8,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira
NIL 1_N:0_None_VT,0.153056305,823.7605828,0.824,N:0_None,N:0,NIL 1,None,VT,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus_Nitrososphaera
NIL 1_N:0_None_VT,0.153056305,906.1844817,0.906,N:0_None,N:0,NIL 1,None,VT,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus_Nitrososphaera
NIL 1_N:0_None_VT,0.153056305,907.7384185,0.908,N:0_None,N:0,NIL 1,None,VT,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus_Nitrososphaera
NIL 1_N:0_None_VT,0.153056305,1280.82776,1.281,N:0_None,N:0,NIL 1,None,VT,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus_Nitrososphaera
NIL 2_N:0_Proven_VT,0.15285113,680.4512021,0.68,N:0_Proven,N:0,NIL 2,Proven,VT,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira
NIL 2_N:0_Proven_VT,0.15285113,937.1844556,0.937,N:0_Proven,N:0,NIL 2,Proven,VT,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira
NIL 2_N:0_Proven_VT,0.15285113,1031.480165,1.031,N:0_Proven,N:0,NIL 2,Proven,VT,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira
NIL 2_N:0_Proven_VT,0.15285113,1531.453704,1.531,N:0_Proven,N:0,NIL 2,Proven,VT,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira
NIL 1_N:0_None_VT,0.15064597,823.7605828,0.824,N:0_None,N:0,NIL 1,None,VT,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira
NIL 1_N:0_None_VT,0.15064597,906.1844817,0.906,N:0_None,N:0,NIL 1,None,VT,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira
NIL 1_N:0_None_VT,0.15064597,907.7384185,0.908,N:0_None,N:0,NIL 1,None,VT,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira
NIL 1_N:0_None_VT,0.15064597,1280.82776,1.281,N:0_None,N:0,NIL 1,None,VT,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira
NIL 1_N:67_None_VT,0.149120191,967.3209525,0.967,N:67_None,N:67,NIL 1,None,VT,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus_Nitrososphaera
NIL 1_N:67_None_VT,0.149120191,987.2726761,0.987,N:67_None,N:67,NIL 1,None,VT,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus_Nitrososphaera
NIL 1_N:67_None_VT,0.149120191,1364.055813,1.364,N:67_None,N:67,NIL 1,None,VT,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus_Nitrososphaera
NIL 1_N:67_None_VT,0.149120191,1865.590342,1.866,N:67_None,N:67,NIL 1,None,VT,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus_Nitrososphaera
NIL 2_N:67_Proven_VT,0.14561577,828.7182019,0.829,N:67_Proven,N:67,NIL 2,Proven,VT,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira
NIL 2_N:67_Proven_VT,0.14561577,996.0427302,0.996,N:67_Proven,N:67,NIL 2,Proven,VT,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira
NIL 2_N:67_Proven_VT,0.14561577,1234.685187,1.235,N:67_Proven,N:67,NIL 2,Proven,VT,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira
NIL 2_N:67_Proven_VT,0.14561577,1263.364995,1.263,N:67_Proven,N:67,NIL 2,Proven,VT,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira
NIL 2_N:0_Proven_V8,0.141222991,723.0651062,0.723,N:0_Proven,N:0,NIL 2,Proven,V8,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira
NIL 2_N:0_Proven_V8,0.141222991,819.2903951,0.819,N:0_Proven,N:0,NIL 2,Proven,V8,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira
NIL 2_N:0_Proven_V8,0.141222991,1128.957936,1.129,N:0_Proven,N:0,NIL 2,Proven,V8,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira
NIL 2_N:0_Proven_V8,0.141222991,1291.05898,1.291,N:0_Proven,N:0,NIL 2,Proven,V8,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira
NIL 1_N:0_None_V8,0.136317481,1014.828984,1.015,N:0_None,N:0,NIL 1,None,V8,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira
NIL 1_N:0_None_V8,0.136317481,1046.623931,1.047,N:0_None,N:0,NIL 1,None,V8,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira
NIL 1_N:0_None_V8,0.136317481,1251.098298,1.251,N:0_None,N:0,NIL 1,None,V8,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira
B73_N:67_Proven_V8,0.118653818,1065.906029,1.066,N:67_Proven,N:67,B73,Proven,V8,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira
B73_N:67_Proven_V8,0.118653818,1294.925621,1.295,N:67_Proven,N:67,B73,Proven,V8,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira
B73_N:67_Proven_V8,0.118653818,1865.606589,1.866,N:67_Proven,N:67,B73,Proven,V8,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira
B73_N:67_Proven_V8,0.118653818,2027.745224,2.028,N:67_Proven,N:67,B73,Proven,V8,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira
NIL 2_N:67_Proven_VT,0.115738062,828.7182019,0.829,N:67_Proven,N:67,NIL 2,Proven,VT,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira
NIL 2_N:67_Proven_VT,0.115738062,996.0427302,0.996,N:67_Proven,N:67,NIL 2,Proven,VT,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira
NIL 2_N:67_Proven_VT,0.115738062,1234.685187,1.235,N:67_Proven,N:67,NIL 2,Proven,VT,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira
NIL 2_N:67_Proven_VT,0.115738062,1263.364995,1.263,N:67_Proven,N:67,NIL 2,Proven,VT,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira
NIL 1_N:67_None_V8,0.114669248,724.7807451,0.725,N:67_None,N:67,NIL 1,None,V8,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira
NIL 1_N:67_None_V8,0.114669248,1045.850344,1.046,N:67_None,N:67,NIL 1,None,V8,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira
NIL 1_N:67_None_V8,0.114669248,1115.461691,1.115,N:67_None,N:67,NIL 1,None,V8,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira
NIL 1_N:67_None_V8,0.114669248,1596.485479,1.596,N:67_None,N:67,NIL 1,None,V8,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira
NIL 2_N:67_None_VT,0.101500338,815.7903832,0.816,N:67_None,N:67,NIL 2,None,VT,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus_Nitrososphaera
NIL 2_N:67_None_VT,0.101500338,1171.951717,1.172,N:67_None,N:67,NIL 2,None,VT,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus_Nitrososphaera
NIL 2_N:67_None_VT,0.101500338,1310.244886,1.31,N:67_None,N:67,NIL 2,None,VT,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus_Nitrososphaera
NIL 2_N:67_None_VT,0.101500338,2059.831068,2.06,N:67_None,N:67,NIL 2,None,VT,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus_Nitrososphaera
NIL 1_N:67_Proven_V8,0.098895888,1328.121866,1.328,N:67_Proven,N:67,B73,Proven,V8,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira
NIL 1_N:67_Proven_V8,0.098895888,1483.489554,1.483,N:67_Proven,N:67,B73,Proven,V8,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira
NIL 1_N:67_Proven_V8,0.098895888,1506.148232,1.506,N:67_Proven,N:67,B73,Proven,V8,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira
B73_N:67_None_V8,0.09852645,922.8785931,0.923,N:67_None,N:67,B73,None,V8,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus_Nitrososphaera
B73_N:67_None_V8,0.09852645,1362.375581,1.362,N:67_None,N:67,B73,None,V8,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus_Nitrososphaera
B73_N:67_None_V8,0.09852645,1404.903666,1.405,N:67_None,N:67,B73,None,V8,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus_Nitrososphaera
B73_N:67_None_V8,0.09852645,1483.401133,1.483,N:67_None,N:67,B73,None,V8,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus_Nitrososphaera
NIL 2_N:67_Proven_VT,0.093454897,828.7182019,0.829,N:67_Proven,N:67,NIL 2,Proven,VT,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus_Nitrososphaera
NIL 2_N:67_Proven_VT,0.093454897,996.0427302,0.996,N:67_Proven,N:67,NIL 2,Proven,VT,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus_Nitrososphaera
NIL 2_N:67_Proven_VT,0.093454897,1234.685187,1.235,N:67_Proven,N:67,NIL 2,Proven,VT,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus_Nitrososphaera
NIL 2_N:67_Proven_VT,0.093454897,1263.364995,1.263,N:67_Proven,N:67,NIL 2,Proven,VT,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus_Nitrososphaera
NIL 2_N:0_None_V8,0.088799193,1022.692937,1.023,N:0_None,N:0,NIL 2,None,V8,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira
NIL 2_N:0_None_V8,0.088799193,1027.449106,1.027,N:0_None,N:0,NIL 2,None,V8,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira
NIL 2_N:0_None_V8,0.088799193,1239.715728,1.24,N:0_None,N:0,NIL 2,None,V8,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira
NIL 2_N:0_None_V8,0.088799193,1336.273915,1.336,N:0_None,N:0,NIL 2,None,V8,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira
NIL 1_N:0_Proven_V8,0.088455899,903.1248924,0.903,N:0_Proven,N:0,NIL 1,Proven,V8,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus_Nitrososphaera
NIL 1_N:0_Proven_V8,0.088455899,1220.794711,1.221,N:0_Proven,N:0,NIL 1,Proven,V8,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus_Nitrososphaera
NIL 1_N:0_Proven_V8,0.088455899,1229.367502,1.229,N:0_Proven,N:0,NIL 1,Proven,V8,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus_Nitrososphaera
NIL 1_N:0_Proven_VT,0.083704128,652.5743808,0.653,N:0_Proven,N:0,NIL 1,Proven,VT,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira
NIL 1_N:0_Proven_VT,0.083704128,1031.54789,1.032,N:0_Proven,N:0,NIL 1,Proven,VT,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira
NIL 1_N:0_Proven_VT,0.083704128,1133.671066,1.134,N:0_Proven,N:0,NIL 1,Proven,VT,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira
NIL 1_N:0_Proven_VT,0.083704128,1414.163439,1.414,N:0_Proven,N:0,NIL 1,Proven,VT,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira
NIL 2_N:0_Proven_VT,0.083194676,680.4512021,0.68,N:0_Proven,N:0,NIL 2,Proven,VT,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus_Nitrososphaera
NIL 2_N:0_Proven_VT,0.083194676,937.1844556,0.937,N:0_Proven,N:0,NIL 2,Proven,VT,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus_Nitrososphaera
NIL 2_N:0_Proven_VT,0.083194676,1031.480165,1.031,N:0_Proven,N:0,NIL 2,Proven,VT,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus_Nitrososphaera
NIL 2_N:0_Proven_VT,0.083194676,1531.453704,1.531,N:0_Proven,N:0,NIL 2,Proven,VT,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus_Nitrososphaera
B73_N:67_Proven_VT,0.071070475,1054.770233,1.005,N:67_Proven,N:67,B73,Proven,VT,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosomonas
B73_N:67_Proven_VT,0.071070475,1098.509903,1.099,N:67_Proven,N:67,B73,Proven,VT,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosomonas
B73_N:67_Proven_VT,0.071070475,1114.89202,1.115,N:67_Proven,N:67,B73,Proven,VT,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosomonas
B73_N:67_Proven_VT,0.071070475,1521.753388,1.522,N:67_Proven,N:67,B73,Proven,VT,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosomonas
NIL 2_N:67_Proven_V8,0.061530536,1052.989525,1.053,N:67_Proven,N:67,NIL 2,Proven,V8,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira
NIL 2_N:67_Proven_V8,0.061530536,1114.240465,1.114,N:67_Proven,N:67,NIL 2,Proven,V8,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira
NIL 2_N:67_Proven_V8,0.061530536,1775.648201,1.776,N:67_Proven,N:67,NIL 2,Proven,V8,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira
B73_N:0_None_VT,0.061429778,762.0693177,0.762,N:0_None,N:0,B73,None,VT,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosomonas
B73_N:0_None_VT,0.061429778,918.170268,0.918,N:0_None,N:0,B73,None,VT,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosomonas
B73_N:0_None_VT,0.061429778,1033.735045,1.034,N:0_None,N:0,B73,None,VT,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosomonas
NIL 1_N:67_None_V8,0.060306053,724.7807451,0.725,N:67_None,N:67,NIL 1,None,V8,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Nitrobacter
NIL 1_N:67_None_V8,0.060306053,1045.850344,1.046,N:67_None,N:67,NIL 1,None,V8,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Nitrobacter
NIL 1_N:67_None_V8,0.060306053,1115.461691,1.115,N:67_None,N:67,NIL 1,None,V8,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Nitrobacter
NIL 1_N:67_None_V8,0.060306053,1596.485479,1.596,N:67_None,N:67,NIL 1,None,V8,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Nitrobacter
B73_N:0_None_VT,0.046808381,762.0693177,0.762,N:0_None,N:0,B73,None,VT,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus_Nitrososphaera
B73_N:0_None_VT,0.046808381,918.170268,0.918,N:0_None,N:0,B73,None,VT,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus_Nitrososphaera
B73_N:0_None_VT,0.046808381,1033.735045,1.034,N:0_None,N:0,B73,None,VT,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus_Nitrososphaera
NIL 2_N:0_None_V8,0.038876963,1022.692937,1.023,N:0_None,N:0,NIL 2,None,V8,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Nitrobacter
NIL 2_N:0_None_V8,0.038876963,1027.449106,1.027,N:0_None,N:0,NIL 2,None,V8,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Nitrobacter
NIL 2_N:0_None_V8,0.038876963,1239.715728,1.24,N:0_None,N:0,NIL 2,None,V8,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Nitrobacter
NIL 2_N:0_None_V8,0.038876963,1336.273915,1.336,N:0_None,N:0,NIL 2,None,V8,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Nitrobacter
NIL 1_N:0_Proven_VT,0.038180083,652.5743808,0.653,N:0_Proven,N:0,NIL 1,Proven,VT,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Nitrobacter
NIL 1_N:0_Proven_VT,0.038180083,1031.54789,1.032,N:0_Proven,N:0,NIL 1,Proven,VT,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Nitrobacter
NIL 1_N:0_Proven_VT,0.038180083,1133.671066,1.134,N:0_Proven,N:0,NIL 1,Proven,VT,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Nitrobacter
NIL 1_N:0_Proven_VT,0.038180083,1414.163439,1.414,N:0_Proven,N:0,NIL 1,Proven,VT,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Nitrobacter
NIL 2_N:0_None_V8,0.038031811,1022.692937,1.023,N:0_None,N:0,NIL 2,None,V8,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus_Nitrososphaera
NIL 2_N:0_None_V8,0.038031811,1027.449106,1.027,N:0_None,N:0,NIL 2,None,V8,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus_Nitrososphaera
NIL 2_N:0_None_V8,0.038031811,1239.715728,1.24,N:0_None,N:0,NIL 2,None,V8,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus_Nitrososphaera
NIL 2_N:0_None_V8,0.038031811,1336.273915,1.336,N:0_None,N:0,NIL 2,None,V8,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus_Nitrososphaera
B73_N:0_None_VT,0.037435798,762.0693177,0.762,N:0_None,N:0,B73,None,VT,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus_Nitrososphaera
B73_N:0_None_VT,0.037435798,918.170268,0.918,N:0_None,N:0,B73,None,VT,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus_Nitrososphaera
B73_N:0_None_VT,0.037435798,1033.735045,1.034,N:0_None,N:0,B73,None,VT,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus_Nitrososphaera
NIL 1_N:0_None_VT,0.03409759,823.7605828,0.824,N:0_None,N:0,NIL 1,None,VT,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosomonas
NIL 1_N:0_None_VT,0.03409759,906.1844817,0.906,N:0_None,N:0,NIL 1,None,VT,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosomonas
NIL 1_N:0_None_VT,0.03409759,907.7384185,0.908,N:0_None,N:0,NIL 1,None,VT,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosomonas
NIL 1_N:0_None_VT,0.03409759,1280.82776,1.281,N:0_None,N:0,NIL 1,None,VT,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosomonas
B73_N:0_Proven_VT,0.033357006,728.0549496,0.728,N:0_Proven,N:0,B73,Proven,VT,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus_Nitrososphaera
B73_N:0_Proven_VT,0.033357006,943.0003592,0.943,N:0_Proven,N:0,B73,Proven,VT,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus_Nitrososphaera
B73_N:0_Proven_VT,0.033357006,1224.513679,1.225,N:0_Proven,N:0,B73,Proven,VT,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus_Nitrososphaera
NIL 2_N:67_Proven_V8,0.033143598,1052.989525,1.053,N:67_Proven,N:67,NIL 2,Proven,V8,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus_Nitrososphaera
NIL 2_N:67_Proven_V8,0.033143598,1114.240465,1.114,N:67_Proven,N:67,NIL 2,Proven,V8,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus_Nitrososphaera
NIL 2_N:67_Proven_V8,0.033143598,1775.648201,1.776,N:67_Proven,N:67,NIL 2,Proven,V8,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus_Nitrososphaera
